spine_id	weight_before_D1	weight_after_D1	weight_restored
PT_0_20.Adend1.0.159649	11.465148321829334	0.001102006648941146	11.465148321829334
PT_0_20.Adend2.0.050877	3.774989781424311	0.0018312575348610814	3.774989781424311
PT_0_20.Adend3.0.963158	6.113889455570397	0.0012136323231719353	6.113889455570397
PT_0_20.Bdend.0.278947	3.5939419636818664	0.0021492182350737353	3.5939419636818664
PT_0_21.Adend1.0.794737	12.037656746597	0.0006935907861620805	12.037656746597
PT_0_21.Bdend.0.766667	4.136890225965767	0.0008680962695540082	4.136890225965767
PT_0_23.Adend1.0.921053	9.24682270974043	0.0039971033636906975	9.24682270974043
PT_0_23.Adend3.0.591228	11.20866176263074	0.003075379751467635	11.20866176263074
PT_0_23.Bdend.0.478947	10.483832981900871	0.004004067589058604	10.483832981900871
PT_0_24.Adend2.0.556140	13.46099100390238	0.0013760729015593735	13.46099100390238
PT_0_24.Adend3.0.917544	4.799854996884988	0.0019250563432452758	4.799854996884988
PT_0_24.Bdend.0.310526	4.0372920217377155	0.0025379466594644042	4.0372920217377155
PT_0_25.Adend2.0.233333	8.83183464752825	0.0006871083498874973	8.83183464752825
PT_0_25.Adend3.0.317544	5.3713966322062126	0.000758229034031993	5.3713966322062126
PT_0_25.Bdend.0.071930	9.683343341454528	0.0007188078688817282	9.683343341454528
PT_0_26.Adend2.0.317544	10.475102949699714	0.1711411965815742	10.475102949699714
PT_0_26.Adend3.0.426316	13.328930073243631	0.2098490135024616	13.328930073243631
PT_0_27.Adend1.0.398246	10.986049821276936	0.001381579364240482	10.986049821276936
PT_0_27.Adend3.0.461404	8.873434860788539	0.0024913341854102032	8.873434860788539
PT_0_27.Bdend.0.240351	4.77731397836882	0.008128293423908133	4.77731397836882
PT_0_29.Adend1.0.215789	11.000592477798289	0.003090036407585654	11.000592477798289
PT_0_29.Adend3.0.612281	12.367600778415	0.002761078529066329	12.367600778415
